IE_XML_ID;IE_NAME;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP44;IP_PROP45;IP_PROP46;IC_GROUP0;IC_GROUP1;IC_GROUP2;CP_QUANTITY;CP_WEIGHT;CP_WIDTH;CP_HEIGHT;CP_LENGTH;CV_QUANTITY_FROM;CV_QUANTITY_TO;CV_PRICE_1;CV_CURRENCY_1
edc92cfc-e845-11e6-80e6-0014d111070f;Комплект салфеток из 6шт 40*40см;Комплект салфеток из 6шт 40*40см;;30734;1523;;Япония;LEFARD;Текстиль;1;0;0;0;0;;;860.00;RUB
1d889229-e846-11e6-80e6-0014d111070f;Комплект салфеток из 6шт 40*40см;Комплект салфеток из 6шт 40*40см;;30735;383;;Япония;LEFARD;Текстиль;1;0;0;0;0;;;820.00;RUB
3d2118f5-e846-11e6-80e6-0014d111070f;Комплект салфеток из 6шт 40*40см;Комплект салфеток из 6шт 40*40см;;30736;147;;Япония;LEFARD;Текстиль;1;0;0;0;0;;;840.00;RUB
113e1f14-8f9a-11e6-80df-0014d111070f;MC Набор для вина 220мл 6шт хрусталь с золотом;MC Набор для вина 220мл 6шт хрусталь с золотом;;29712;2068;;Чехия;Хрусталь;Хрусталь Чехия золото;20;0;0;0;0;;;7160.00;RUB
8a1ee07a-cdad-11e5-80c5-0014d111070f;BOHEMIA Графин 1,1л Quadro зеленый;BOHEMIA Графин 1,1л Quadro зеленый;;27179;7227;;Чехия;Стекло;Кристалайт;2;0;0;0;0;;;1070.00;RUB
aef13172-cdad-11e5-80c5-0014d111070f;BOHEMIA Графин 1,1л Quadro желтый;BOHEMIA Графин 1,1л Quadro желтый;;27180;7294;;Чехия;Стекло;Кристалайт;6;0;0;0;0;;;1070.00;RUB
627c67a3-cdaf-11e5-80c5-0014d111070f;BOHEMIA Конфетница 22см с крышкой Metropoliten;BOHEMIA Конфетница 22см с крышкой Metropoliten;;27188;7225;;Чехия;Стекло;Кристалайт;67;0;0;0;0;;;1180.00;RUB
3e45d15b-e529-11e5-80c5-0014d111070f;BOHEMIA Графин 1,25л Diamond желтый (4 шт кор);BOHEMIA Графин 1,25л Diamond желтый (4 шт кор);;27505;7267;;Чехия;Стекло;Кристалайт;34;0;0;0;0;;;1600.00;RUB
5ed90347-e52d-11e5-80c5-0014d111070f;BOHEMIA Графин 1,25л Diamond красный (4 шт в кор);BOHEMIA Графин 1,25л Diamond красный (4 шт в кор);;27506;7218;;Чехия;Стекло;Кристалайт;15;0;0;0;0;;;1600.00;RUB
7c8aabb5-e52d-11e5-80c5-0014d111070f;BOHEMIA Графин 1,25л Diamond зеленый (4 шт кор);BOHEMIA Графин 1,25л Diamond зеленый (4 шт кор);;27507;7278;;Чехия;Стекло;Кристалайт;18;0;0;0;0;;;1600.00;RUB
514313c8-5947-11e6-80d8-0014d111070f;MC Ваза 305мл хрусталь с золотом;MC Ваза 305мл хрусталь с золотом;;29083;2024;;Чехия;Хрусталь;Хрусталь Чехия золото;13;0;0;0;0;;;10590.00;RUB
56aaf952-80d1-11e6-80da-0014d111070f;MC Конфетница 13см хрусталь с золотом;MC Конфетница 13см хрусталь с золотом;;29536;2444;;Чехия;Хрусталь;Хрусталь Чехия золото;1;0;0;0;0;;;3740.00;RUB
af47ea11-80d1-11e6-80da-0014d111070f;MC Конфетница 155мл хрусталь с золотом;MC Конфетница 155мл хрусталь с золотом;;29537;2057;;Чехия;Хрусталь;Хрусталь Чехия золото;1;0;0;0;0;;;3830.00;RUB
c06638fb-80d1-11e6-80da-0014d111070f;MC Конфетница 205мл хрусталь с золотом;MC Конфетница 205мл хрусталь с золотом;;29538;2112;;Чехия;Хрусталь;Хрусталь Чехия золото;93;0;0;0;0;;;6490.00;RUB
a30cd49b-d3e2-11e6-80e3-0014d111070f;MC Кабаретница на ножке 31,5см хрусталь с золотом;MC Кабаретница на ножке 31,5см хрусталь с золотом;;30351;1925;;Чехия;Хрусталь;Хрусталь Чехия золото;1;0;0;0;0;;;8660.00;RUB
d945e76a-dbd0-11e6-80e4-0014d111070f;Люстра 8 рожковая золотые плафоны с колбой 4004 669 SWZS;Люстра 6 рож. золотые плафоны с колбой;;30535;3974;;Чехия;Люстры;Bydzov;2;0;0;0;0;;;29190.00;RUB
e42e552c-dbd0-11e6-80e4-0014d111070f;Люстра 10 рожковая золотые плафоны с колбой 4004 669 SWZS;Люстра 6 рож. золотые плафоны с колбой;;30536;4177;;Чехия;Люстры;Bydzov;2;0;0;0;0;;;36280.00;RUB
